K,mu0,sigma,delta1,delta2,lambda0,lambda1,lambda2,n0,n1,n01,n02,n11,n12,n22,trend,endpoint,N_peak,timetrend,hypothesis,timing,reject_h02_a1,reject_h02_a2,reject_h02_a1_int,reject_h02_a2_int,reject_h02_b1,reject_h02_b2,reject_h02_tsep,reject_h02_tpol,reject_h02_zsep,reject_h02_zpol,rMSE_a1,rMSE_a2,rMSE_a1_int,rMSE_a2_int,rMSE_b1,rMSE_b2,rMSE_tsep,rMSE_tpol,rMSE_zsep,rMSE_zpol,bias_a1,bias_a2,bias_a1_int,bias_a2_int,bias_b1,bias_b2,bias_tsep,bias_tpol,bias_zsep,bias_zpol
1,0,1,0.25,0.25,0.1,0.15,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.7486,0.68996,0.72685,0.62668,0.72648,0.62612,0.62583,0.84535,0.62737,0.84697,0.09621150286725763,0.10021247170617781,0.1007363734028445,0.10975755113999267,0.1007363734028445,0.10975755113999267,0.10975755113999267,0.09097918787902004,0.10975755113999267,0.09097918787902004,0.0029995264878704443,-0.003971022740073643,0.007365330681401078,1.4877101838673147e-4,0.007365330681401077,1.4877101838673082e-4,1.487710183867382e-4,0.016971882037276648,1.487710183867382e-4,0.016971882037276648
1,0,1,0.25,0.25,0.1,0.16,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.74904,0.68908,0.72835,0.62837,0.72809,0.62706,0.62705,0.84564,0.62954,0.84761,0.09578659339252338,0.09990288149821376,0.10026661363186984,0.10931841721323442,0.10026661363186984,0.10931841721323442,0.10931841721323442,0.09094815274838614,0.10931841721323442,0.09094815274838614,0.0024360700343841234,-0.004648205758220373,0.007516108249526715,5.70170843865953e-4,0.007516108249526714,5.701708438659515e-4,5.701708438659588e-4,0.016960842016497273,5.701708438659588e-4,0.016960842016497273
1,0,1,0.25,0.25,0.1,0.17,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.74663,0.68463,0.7285,0.62625,0.72776,0.62594,0.62507,0.84694,0.62755,0.84798,0.09558395670697636,0.09978499596951705,0.10006593396298795,0.10910744176019505,0.10006593396298795,0.10910744176019505,0.10910744176019505,0.09087097413398175,0.10910744176019505,0.09087097413398175,0.0016517243662526324,-0.005850217897851269,0.007305855963291805,1.101889566233713e-4,0.007305855963291803,1.1018895662336994e-4,1.1018895662337712e-4,0.01671816783866929,1.1018895662337712e-4,0.01671816783866929
1,0,1,0.25,0.25,0.1,0.18,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.74335,0.67958,0.72501,0.62338,0.72471,0.62278,0.62194,0.84404,0.6249,0.84551,0.09616750856136597,0.1004238607728344,0.10063863581858247,0.1097943964518609,0.10063863581858247,0.1097943964518609,0.1097943964518609,0.09111253534618319,0.1097943964518609,0.09111253534618319,0.0010605675961155587,-0.0068256700094861174,0.007145029606383538,-1.4854051473176831e-4,0.007145029606383537,-1.4854051473177018e-4,-1.4854051473176246e-4,0.016586193875433083,-1.4854051473176246e-4,0.016586193875433083
1,0,1,0.25,0.25,0.1,0.19,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.73888,0.67363,0.72474,0.62315,0.72422,0.62315,0.62237,0.84374,0.62463,0.845,0.0958632728880722,0.10020869199570469,0.1003292690445342,0.10938699107280424,0.1003292690445342,0.10938699107280424,0.10938699107280424,0.09067006938149633,0.10938699107280424,0.09067006938149633,-3.55890451392025e-4,-0.008434951619521167,0.006333888289107919,-9.532777327512072e-4,0.006333888289107919,-9.53277732751208e-4,-9.532777327512013e-4,0.015781706763246597,-9.532777327512013e-4,0.015781706763246597
1,0,1,0.25,0.25,0.1,0.2,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.73784,0.67246,0.72549,0.62263,0.7247,0.62182,0.62143,0.84253,0.62393,0.84376,0.09627087786291298,0.10060492678666204,0.10085659247842141,0.10987285639183653,0.10085659247842141,0.10987285639183651,0.10987285639183651,0.09131053964928938,0.10987285639183651,0.09131053964928938,-3.524709162210414e-4,-0.008726390912975923,0.006866371189894943,-3.6579843492429685e-4,0.006866371189894942,-3.6579843492429766e-4,-3.6579843492429105e-4,0.016366892696869875,-3.6579843492429105e-4,0.016366892696869875
1,0,1,0.25,0.25,0.1,0.21,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.73816,0.67274,0.7274,0.62619,0.72686,0.6253,0.62517,0.84448,0.62705,0.84633,0.09567413532388067,0.10030552084459499,0.10030252362602886,0.1095924343510878,0.10030252362602886,0.10959243435108779,0.10959243435108779,0.09058146208664873,0.10959243435108779,0.09058146208664873,-6.671985099046185e-4,-0.009387450038235198,0.00713985363348396,-2.6655665017465564e-4,0.007139853633483959,-2.6655665017465705e-4,-2.665566501746498e-4,0.016514251872598668,-2.665566501746498e-4,0.016514251872598668
1,0,1,0.25,0.25,0.1,0.22,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.73485,0.66934,0.72834,0.62797,0.72747,0.62712,0.62644,0.84388,0.62895,0.84512,0.09629241899074643,0.10084249495101592,0.10065004155373614,0.10970082101028908,0.10065004155373614,0.10970082101028908,0.10970082101028908,0.0913556729857255,0.10970082101028908,0.0913556729857255,-0.0011884949165253417,-0.01006350386198565,0.007323098242927199,1.071795869131478e-4,0.007323098242927198,1.0717958691314678e-4,1.071795869131538e-4,0.016603102797018866,1.071795869131538e-4,0.016603102797018866
1,0,1,0.25,0.25,0.1,0.23,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.73486,0.666,0.7279,0.62421,0.72793,0.62385,0.62356,0.84619,0.62578,0.84771,0.0961068947431016,0.10090688210729803,0.10070245866449215,0.11006188003494007,0.10070245866449216,0.11006188003494007,0.11006188003494007,0.09134899062100141,0.11006188003494007,0.09134899062100141,-0.0011288369380758325,-0.010489037147441822,0.007739539338501579,3.4389330660221704e-4,0.007739539338501579,3.438933066022158e-4,3.4389330660222317e-4,0.017273561329145953,3.4389330660222317e-4,0.017273561329145953
1,0,1,0.25,0.25,0.1,0.24,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.73269,0.66468,0.72687,0.62712,0.72696,0.6267,0.626,0.84509,0.62841,0.84694,0.09604242673084125,0.10068980674674027,0.10053079930470053,0.10961539720091702,0.10053079930470053,0.10961539720091702,0.10961539720091702,0.0910857852439165,0.10961539720091702,0.0910857852439165,-0.0018446111955956518,-0.011201934718188557,0.007385364492256328,2.217510675350557e-4,0.007385364492256326,2.2175106753505381e-4,2.2175106753506108e-4,0.016884018510314392,2.2175106753506108e-4,0.016884018510314392
1,0,1,0.25,0.25,0.1,0.25,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.72926,0.65706,0.72623,0.62396,0.72567,0.62316,0.62285,0.84505,0.62531,0.84635,0.09628538851235742,0.10116022774777343,0.10055026458797726,0.10970732391731837,0.10055026458797726,0.10970732391731837,0.10970732391731837,0.09110358515957054,0.10970732391731837,0.09110358515957054,-0.002996061947664169,-0.01281526226017882,0.006956795537750836,-4.185418117953262e-4,0.006956795537750835,-4.1854181179532836e-4,-4.18541811795321e-4,0.016686281383542754,-4.18541811795321e-4,0.016686281383542754
