K,mu0,sigma,delta1,delta2,lambda0,lambda1,lambda2,n0,n1,n01,n02,n11,n12,n22,trend,endpoint,N_peak,timetrend,hypothesis,timing,reject_h02_a1,reject_h02_a2,reject_h02_a1_int,reject_h02_a2_int,reject_h02_b1,reject_h02_b2,reject_h02_tsep,reject_h02_tpol,reject_h02_zsep,reject_h02_zpol,rMSE_a1,rMSE_a2,rMSE_a1_int,rMSE_a2_int,rMSE_b1,rMSE_b2,rMSE_tsep,rMSE_tpol,rMSE_zsep,rMSE_zpol,bias_a1,bias_a2,bias_a1_int,bias_a2_int,bias_b1,bias_b2,bias_tsep,bias_tpol,bias_zsep,bias_zpol
1,0,1,0.25,0.25,0.1,-0.05,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.78464,0.74515,0.72724,0.62564,0.72605,0.62534,0.62523,0.84588,0.62647,0.84759,0.09719397198853841,0.10088413094363621,0.1007957082210817,0.1096997133781924,0.1007957082210817,0.1096997133781924,0.1096997133781924,0.0912284132129736,0.1096997133781924,0.0912284132129736,0.014208479735872305,0.01271469951375399,0.007599830368574725,2.1090283240211063e-4,0.007599830368574723,2.1090283240211033e-4,2.1090283240211743e-4,0.01700457033124332,2.1090283240211743e-4,0.01700457033124332
1,0,1,0.25,0.25,0.1,-0.04,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.78116,0.74039,0.72573,0.62356,0.72517,0.62336,0.62227,0.8424,0.62502,0.84371,0.09704059419803429,0.10087097237215471,0.10067814312134322,0.10953187265167615,0.10067814312134322,0.10953187265167615,0.10953187265167615,0.09114850780958637,0.10953187265167615,0.09114850780958637,0.013121310936379232,0.01161840200017698,0.006950225181151809,-1.1374339249918352e-4,0.006950225181151807,-1.1374339249918399e-4,-1.1374339249917646e-4,0.016396119113493573,-1.1374339249917646e-4,0.016396119113493573
1,0,1,0.25,0.25,0.1,-0.03,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.78005,0.73913,0.72595,0.62748,0.72563,0.62655,0.62552,0.84314,0.62829,0.84439,0.0967956031065186,0.10061068694945238,0.10062896059679172,0.10962448026542765,0.10062896059679172,0.10962448026542765,0.10962448026542765,0.09089201788093271,0.10962448026542765,0.09089201788093271,0.012392029475505153,0.01052703421679393,0.006919090835641417,-1.2439458336215955e-4,0.006919090835641416,-1.243945833621595e-4,-1.2439458336215234e-4,0.01632019181227918,-1.2439458336215234e-4,0.01632019181227918
1,0,1,0.25,0.25,0.1,-0.02,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.78053,0.73884,0.72733,0.62659,0.72655,0.62579,0.62533,0.84547,0.62732,0.84708,0.09645527354430244,0.10034172799269543,0.10019037968254843,0.109344756611288,0.10019037968254843,0.109344756611288,0.109344756611288,0.09069285340013869,0.109344756611288,0.09069285340013869,0.012272222877568927,0.010017767024627491,0.007244014058775318,1.9872343614680036e-5,0.007244014058775316,1.9872343614679173e-5,1.9872343614686626e-5,0.016623158061711864,1.9872343614686626e-5,0.016623158061711864
1,0,1,0.25,0.25,0.1,-0.01,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.77735,0.73448,0.7275,0.62387,0.72759,0.62377,0.6227,0.84449,0.62474,0.84573,0.09682672744735552,0.1006395354578773,0.10057428058004785,0.10971233832264225,0.10057428058004785,0.10971233832264225,0.10971233832264225,0.09119551981303296,0.10971233832264225,0.09119551981303296,0.011606457874160913,0.008974487709569665,0.007223875877092374,-2.2350440517433418e-4,0.007223875877092373,-2.2350440517433394e-4,-2.2350440517432697e-4,0.016594617991854237,-2.2350440517432697e-4,0.016594617991854237
1,0,1,0.25,0.25,0.1,0,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.77656,0.73268,0.7281,0.62799,0.7276,0.62796,0.62759,0.8456,0.62926,0.84736,0.09658020889195358,0.10037516639550097,0.10037476993600412,0.10938933064646314,0.10037476993600412,0.10938933064646314,0.10938933064646314,0.0909472668633992,0.10938933064646314,0.0909472668633992,0.011450238543467002,0.008648489967763727,0.007670005933182654,3.824178086899285e-4,0.007670005933182652,3.8241780868992787e-4,3.8241780868993524e-4,0.01696731715184588,3.8241780868993524e-4,0.01696731715184588
1,0,1,0.25,0.25,0.1,0.01,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.77197,0.72735,0.72593,0.62299,0.72585,0.62286,0.62265,0.84414,0.62417,0.84551,0.09673022492618343,0.10046213704310394,0.10074249672954823,0.10981819092891479,0.10074249672954823,0.10981819092891479,0.10981819092891479,0.09124026437566016,0.10981819092891479,0.09124026437566016,0.010190689975604968,0.006962083097288333,0.006979334798469784,-5.6337765806976e-4,0.006979334798469781,-5.633776580697604e-4,-5.63377658069753e-4,0.01648485390495147,-5.63377658069753e-4,0.01648485390495147
1,0,1,0.25,0.25,0.1,0.02,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.77347,0.72704,0.72731,0.62532,0.72667,0.62453,0.62447,0.84545,0.62665,0.84653,0.09652516011413971,0.10037079560107404,0.10051305521988377,0.10963870452993299,0.10051305521988377,0.10963870452993299,0.10963870452993299,0.0910281309938327,0.10963870452993299,0.0910281309938327,0.010156673817356472,0.006752537006537919,0.007334932196476691,7.545555500797725e-5,0.00733493219647669,7.545555500797641e-5,7.545555500798391e-5,0.01665592200906958,7.545555500798391e-5,0.01665592200906958
1,0,1,0.25,0.25,0.1,0.03,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.77136,0.72404,0.72889,0.62634,0.72807,0.62527,0.62455,0.84526,0.62683,0.84624,0.0964694888276809,0.10040187216099188,0.10043120112395953,0.10963020934404968,0.10043120112395953,0.10963020934404968,0.10963020934404968,0.09095686389275219,0.10963020934404968,0.09095686389275219,0.009636050792090846,0.006009849420526372,0.007393119572674119,2.1179515732079018e-4,0.007393119572674118,2.1179515732078945e-4,2.1179515732079655e-4,0.016839626763455132,2.1179515732079655e-4,0.016839626763455132
1,0,1,0.25,0.25,0.1,0.04,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.76934,0.72263,0.72824,0.62399,0.72731,0.62316,0.622,0.84504,0.62515,0.84677,0.09605642939169912,0.09986278431790394,0.10025778524258216,0.1095406578261242,0.10025778524258216,0.1095406578261242,0.1095406578261242,0.09069534044033503,0.1095406578261242,0.09069534044033503,0.008748461576288408,0.004865434118691562,0.007163590478769244,-1.2959207325796918e-4,0.007163590478769242,-1.2959207325796934e-4,-1.2959207325796216e-4,0.016682243221862195,-1.2959207325796216e-4,0.016682243221862195
1,0,1,0.25,0.25,0.1,0.05,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.76849,0.71916,0.72742,0.62489,0.72664,0.62413,0.62365,0.84652,0.62615,0.84812,0.09636868132418867,0.10017842093299187,0.10045334047571415,0.10953881465740949,0.10045334047571415,0.10953881465740949,0.10953881465740949,0.09113422830889217,0.10953881465740949,0.09113422830889217,0.008379922666107289,0.0040706569934029,0.00727797376540356,-1.0676623785047083e-4,0.007277973765403558,-1.0676623785047165e-4,-1.0676623785046461e-4,0.01689333638588903,-1.0676623785046461e-4,0.01689333638588903
1,0,1,0.25,0.25,0.1,0.06,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.7669,0.71597,0.72714,0.62497,0.72647,0.62413,0.62345,0.84431,0.62612,0.84644,0.09611767414782095,0.10006849471248327,0.1004092448658541,0.10958630447949048,0.1004092448658541,0.10958630447949048,0.10958630447949048,0.09087587107064732,0.10958630447949048,0.09087587107064732,0.007623416056187067,0.003355722409504822,0.0071236854462040705,8.760514652826072e-6,0.00712368544620407,8.760514652825116e-6,8.760514652832423e-6,0.01652139457461128,8.760514652832423e-6,0.01652139457461128
1,0,1,0.25,0.25,0.1,0.07,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.76446,0.71409,0.72837,0.62586,0.72739,0.62587,0.62491,0.84622,0.62747,0.84768,0.09640540900126572,0.10033473829537456,0.1006649932620368,0.10967770816393715,0.1006649932620368,0.10967770816393715,0.10967770816393715,0.09117182729626368,0.10967770816393715,0.09117182729626368,0.007559214067461762,0.002730044731446613,0.007588290511234236,2.4212456456686627e-4,0.007588290511234234,2.4212456456686548e-4,2.4212456456687272e-4,0.016807960195383272,2.4212456456687272e-4,0.016807960195383272
1,0,1,0.25,0.25,0.1,0.08,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.76013,0.70751,0.72564,0.62339,0.7244,0.62345,0.62203,0.84338,0.62494,0.84511,0.09634811131259254,0.10026628679243521,0.10063833350018644,0.10986001621785772,0.10063833350018644,0.10986001621785772,0.10986001621785772,0.09120178995396544,0.10986001621785772,0.09120178995396544,0.006415354349297775,0.0015111196577028165,0.0070830998544874355,-1.1682891401508884e-5,0.007083099854487435,-1.1682891401510187e-5,-1.1682891401502553e-5,0.016480784316285087,-1.1682891401502553e-5,0.016480784316285087
1,0,1,0.25,0.25,0.1,0.09,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.75751,0.70685,0.72365,0.6241,0.72324,0.62341,0.6227,0.84419,0.62498,0.84526,0.09633794707783232,0.1000721760858682,0.10071428364805281,0.10969283492713715,0.10071428364805281,0.10969283492713715,0.10969283492713715,0.0910785915257064,0.10969283492713715,0.0910785915257064,0.005917470735176213,7.632834954255336e-4,0.006878505713965196,-2.0754447370523047e-4,0.006878505713965194,-2.0754447370523158e-4,-2.075444737052241e-4,0.01647042489193485,-2.075444737052241e-4,0.01647042489193485
1,0,1,0.25,0.25,0.1,0.1,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,EQ,H1,0.5,0.75846,0.70451,0.72753,0.62614,0.7269,0.6262,0.6255,0.84546,0.62756,0.84724,0.09628596671391719,0.10029457528310042,0.10064997425977788,0.1096244900609991,0.10064997425977788,0.1096244900609991,0.10962449006099909,0.09113930761551262,0.10962449006099909,0.09113930761551262,0.0057315624911566014,9.816525816121336e-5,0.007497949510251136,5.0802943711084354e-5,0.007497949510251135,5.080294371108348e-5,5.080294371109088e-5,0.01683922954999739,5.080294371109088e-5,0.01683922954999739
1,0,1,0.25,0.25,0.1,0.11,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.75636,0.70048,0.72662,0.62535,0.72612,0.62422,0.62393,0.84391,0.62712,0.84566,0.09635238694177171,0.10026014978354367,0.10079309108675419,0.10971483985022444,0.10079309108675419,0.10971483985022444,0.10971483985022444,0.09118440005568616,0.10971483985022444,0.09118440005568616,0.005131650395227291,-4.95807166214959e-4,0.0072654903882583095,1.509686965058697e-4,0.007265490388258309,1.509686965058683e-4,1.5096869650587586e-4,0.016761690750338468,1.5096869650587586e-4,0.016761690750338468
1,0,1,0.25,0.25,0.1,0.12,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.75603,0.69995,0.7276,0.62613,0.72681,0.62601,0.62561,0.84503,0.62748,0.84662,0.0957226220223923,0.09959540735616557,0.1002344538528965,0.10930390499889273,0.1002344538528965,0.10930390499889273,0.10930390499889273,0.0908050707516839,0.10930390499889273,0.0908050707516839,0.004385932286406873,-0.001714117223458252,0.007215687069573996,-3.462403702751557e-6,0.007215687069573995,-3.462403702753119e-6,-3.4624037027462197e-6,0.016591604409900946,-3.4624037027462197e-6,0.016591604409900946
1,0,1,0.25,0.25,0.1,0.13,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.75166,0.69542,0.72699,0.62684,0.72641,0.62614,0.62555,0.84284,0.62799,0.84486000000000006,0.09611865125103974,0.10025694519045092,0.10043881627617308,0.10949941954256358,0.10043881627617308,0.10949941954256358,0.10949941954256358,0.09109007662174896,0.10949941954256358,0.09109007662174896,0.0038496838913391466,-0.002457040251600937,0.00727047384432605,2.9748293349337235e-4,0.007270473844326048,2.9748293349337067e-4,2.9748293349337825e-4,0.016596909728862266,2.9748293349337825e-4,0.016596909728862266
1,0,1,0.25,0.25,0.1,0.14,0.1,250,250,125,125,125,125,250,inv_u,continuous,500,DIFF,H1,0.5,0.75183,0.69329,0.72758,0.62414,0.7272,0.62351,0.62306,0.84478,0.62551,0.84567,0.09589037262577911,0.09998014323310893,0.10040025018542394,0.10951696091137166,0.10040025018542392,0.10951696091137164,0.10951696091137164,0.09080543990822121,0.10951696091137164,0.09080543990822121,0.0032133488261785505,-0.003415549429094945,0.007015480825148702,-2.7212314704600936e-4,0.0070154808251487,-2.72123147046011e-4,-2.7212314704600367e-4,0.016611350879389704,-2.7212314704600367e-4,0.016611350879389704
