K,mu0,sigma,delta1,delta2,lambda0,lambda1,lambda2,n0,n1,n01,n02,n11,n12,n22,trend,endpoint,N_peak,timetrend,hypothesis,timing,reject_h02_a1,reject_h02_a2,reject_h02_a1_int,reject_h02_a2_int,reject_h02_b1,reject_h02_b2,reject_h02_tsep,reject_h02_tpol,reject_h02_zsep,reject_h02_zpol,rMSE_a1,rMSE_a2,rMSE_a1_int,rMSE_a2_int,rMSE_b1,rMSE_b2,rMSE_tsep,rMSE_tpol,rMSE_zsep,rMSE_zpol,bias_a1,bias_a2,bias_a1_int,bias_a2_int,bias_b1,bias_b2,bias_tsep,bias_tpol,bias_zsep,bias_zpol
1,0,1,0.25,0.25,-0.15,-0.15,-0.15,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.7154,0.70238,0.66739,0.62362,0.66709,0.62339,0.62276,0.83261,0.62524,0.83408,0.09650100536131177,0.10039537696999912,0.10095899897184805,0.10995856481569267,0.10095899897184805,0.10995856481569267,0.10995856481569267,0.09063855858961407,0.10995856481569267,0.09063855858961407,-0.006769036704258613,-1.4032074328686086e-4,-0.009536456246130538,-1.0932002107783387e-4,-0.009536456246130543,-1.093200210778352e-4,-1.0932002107782748e-4,0.012447392150542639,-1.0932002107782748e-4,0.012447392150542639
1,0,1,0.25,0.25,-0.13333333333333333,-0.13333333333333333,-0.13333333333333333,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.71982,0.70435,0.67295,0.62457,0.67255,0.62422,0.62362,0.83015,0.62636,0.83158,0.09604264093108114,0.09979725915457323,0.10057043112318544,0.10947065391557456,0.10057043112318544,0.10947065391557456,0.10947065391557456,0.09016391377936649,0.10947065391557456,0.09016391377936649,-0.005665773411796699,2.673593472554401e-4,-0.008137762634444901,1.690014930090004e-4,-0.008137762634444904,1.6900149300899938e-4,1.6900149300900708e-4,0.011385224612812129,1.6900149300900708e-4,0.011385224612812129
1,0,1,0.25,0.25,-0.11666666666666667,-0.11666666666666667,-0.11666666666666667,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.72233,0.70467,0.67563,0.62358,0.67543,0.62245,0.62223,0.82529,0.62527,0.82752,0.09602877482069899,0.09999853797555713,0.10028981241696791,0.10922495266219187,0.10028981241696791,0.10922495266219187,0.10922495266219187,0.08998551015086663,0.10922495266219187,0.08998551015086663,-0.005167205840319748,-7.9928863919615e-5,-0.007360334467264751,-5.2864647138258434e-5,-0.007360334467264754,-5.2864647138259044e-5,-5.286464713825215e-5,0.009787429440592648,-5.286464713825215e-5,0.009787429440592648
1,0,1,0.25,0.25,-0.09999999999999999,-0.09999999999999999,-0.09999999999999999,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.72918,0.707,0.68591,0.63028,0.68513,0.63019,0.62958,0.82302,0.63191,0.8253,0.09591413958687138,0.10000755500774754,0.1003296725727625,0.10980524360413105,0.1003296725727625,0.10980524360413105,0.10980524360413103,0.08976108072563735,0.10980524360413103,0.08976108072563735,-0.00377325233761606,5.886723280137166e-4,-0.0054449842064337355,7.679424294278638e-4,-0.005444984206433738,7.679424294278631e-4,7.6794242942787e-4,0.008578686067572587,7.6794242942787e-4,0.008578686067572587
1,0,1,0.25,0.25,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.73048,0.70624,0.68624,0.62707,0.68633,0.62578,0.62566,0.81795,0.62762,0.81995,0.09591698197584422,0.09993257241776944,0.10031315560134879,0.10963568574397221,0.10031315560134879,0.1096356857439722,0.1096356857439722,0.08973571784310218,0.1096356857439722,0.08973571784310218,-0.0036105319815545353,0.00012282156296893567,-0.005082715264349042,8.68089380445471e-5,-0.005082715264349044,8.68089380445466e-5,8.680893804455291e-5,0.006974590737538917,8.680893804455291e-5,0.006974590737538917
1,0,1,0.25,0.25,-0.06666666666666667,-0.06666666666666667,-0.06666666666666667,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.72985,0.70582,0.68816,0.62553,0.68713,0.62492,0.62468,0.81352,0.62682,0.81452,0.09591503557938266,0.099856986459985,0.10011328606139348,0.10915121485985471,0.10011328606139348,0.10915121485985471,0.10915121485985471,0.0897922341683205,0.10915121485985471,0.0897922341683205,-0.002779534192156856,3.6719542787259506e-4,-0.00404154072403003,3.1715988725150443e-4,-0.004041540724030033,3.17159887251503e-4,3.1715988725150937e-4,0.005718639639938808,3.1715988725150937e-4,0.005718639639938808
1,0,1,0.25,0.25,-0.04999999999999999,-0.04999999999999999,-0.04999999999999999,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.72881,0.70106,0.68909,0.62409,0.68844,0.62344,0.6226,0.80819,0.62535,0.80982,0.09596710179313683,0.10005185658796902,0.10023146666355447,0.10966090807617578,0.10023146666355447,0.10966090807617578,0.10966090807617578,0.08942594079347514,0.10966090807617578,0.08942594079347514,-0.002841592696764395,-5.857220782707125e-4,-0.0038439350590896634,-5.977200171069018e-4,-0.003843935059089666,-5.977200171069027e-4,-5.977200171068963e-4,0.0035995493211373342,-5.977200171068963e-4,0.0035995493211373342
1,0,1,0.25,0.25,-0.033333333333333326,-0.033333333333333326,-0.033333333333333326,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.73501,0.70484,0.69592,0.62768,0.69596,0.62679,0.62616,0.80516,0.62909,0.80748,0.0955159108612644,0.09961385698527285,0.09985119554683423,0.10914417020078512,0.09985119554683423,0.10914417020078511,0.10914417020078511,0.08907205753767744,0.10914417020078511,0.08907205753767744,-0.0015136277074038337,-7.032946060919388e-5,-0.0019886287144579985,2.0720737038686587e-4,-0.001988628714458,2.072073703868653e-4,2.07207370386871e-4,0.002550127815239178,2.07207370386871e-4,0.002550127815239178
1,0,1,0.25,0.25,-0.016666666666666663,-0.016666666666666663,-0.016666666666666663,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.73708,0.70408,0.69772,0.62385,0.69715,0.62342,0.6237,0.80134,0.62446,0.80321,0.09597277867089318,0.10017414227512285,0.10020012824360759,0.10952539008590247,0.10020012824360759,0.10952539008590247,0.10952539008590247,0.08937297863591538,0.10952539008590247,0.08937297863591538,-7.795783221890736e-4,-1.5110201599596239e-5,-0.0013056498309709623,-3.2013405574005056e-4,-0.0013056498309709649,-3.201340557400518e-4,-3.2013405574004606e-4,0.0011577997336420687,-3.2013405574004606e-4,0.0011577997336420687
1,0,1,0.25,0.25,0,0,0,250,250,125,125,125,125,250,inv_u,continuous,250,EQ,H1,0.5,0.73816,0.70165,0.70125,0.62292,0.70093,0.62204,0.62153,0.79586,0.62336,0.79765,0.09598426519283138,0.10022329669170182,0.10013776644923741,0.10951723167034244,0.10013776644923741,0.10951723167034244,0.10951723167034244,0.08941505659116096,0.10951723167034244,0.08941505659116096,-3.3676944886173955e-4,-3.9087374718547974e-4,-2.6409119457706414e-4,-4.5186295596270513e-4,-2.640911945770661e-4,-4.518629559627063e-4,-4.5186295596270025e-4,-2.964710305344715e-4,-4.5186295596270025e-4,-2.964710305344715e-4
