K,p0,sigma,OR1,OR2,lambda0,lambda1,lambda2,n0,n1,n01,n02,n11,n12,n22,trend,trend_param,endpoint,timetrend,hypothesis,timing,reject_h02_a1,reject_h02_a2,reject_h02_a1_int,reject_h02_a2_int,reject_h02_b1,reject_h02_b2,reject_h02_zsep,reject_h02_zpol,reject_h02_log_sep,reject_h02_log_pol,rMSE_a1,rMSE_a2,rMSE_a1_int,rMSE_a2_int,rMSE_b1,rMSE_b2,rMSE_zsep,rMSE_zpol,rMSE_log_sep,rMSE_log_pol,bias_a1,bias_a2,bias_a1_int,bias_a2_int,bias_b1,bias_b2,bias_zsep,bias_zpol,bias_log_sep,bias_log_pol
1,0.7,1,1.8,1.8,-0.5,-0.5,-0.5,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.79577,0.76144,0.76633,0.70015,0.76633,0.70015,0.68562,0.66195,0.70015,0.65682,0.21419676568217838,0.2216997573772104,0.2222150249948469,0.23773668446355153,0.22221502499486331,0.23773668446355153,0.23773668446356952,0.23322434408566417,0.23773668445880314,0.23322434408674272,0.0030920483023842297,0.0012599731895379124,0.0030729173586743178,6.990872256267223e-5,0.003072917358678378,6.990872256242234e-5,6.990872454710559e-5,-0.12144268616996716,6.990872123636269e-5,-0.12144268617179987
1,0.7,1,1.8,1.8,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.79005,0.75495,0.75969,0.69441,0.75969,0.69441,0.6794,0.68026,0.69441,0.67486,0.21494388683446486,0.22268628083353387,0.22313854592790988,0.2388963013369859,0.22313854592790988,0.23889630133698586,0.238896301336913,0.22727563466987474,0.23889630133115203,0.22727563467078804,0.0018099854932717094,2.0118337459491204e-4,0.0019944395585230305,-7.72674765363712e-4,0.0019944395585230227,-7.726747653638718e-4,-7.726747635488476e-4,-0.1078947929050382,-7.72674766985221e-4,-0.10789479290672727
1,0.7,1,1.8,1.8,-0.3888888888888889,-0.3888888888888889,-0.3888888888888889,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.78475,0.75013,0.75344,0.68858,0.75344,0.68858,0.67207,0.69696,0.68858,0.69146,0.21654842117057627,0.22432725918013915,0.22498832858105,0.24115723915480852,0.22498832858105003,0.24115723915480858,0.24115723915470175,0.22278047960296246,0.24115723914871823,0.2227804796037681,0.002202602084425016,8.506742927672104e-4,0.0021660163918876514,-4.370599276864264e-4,0.0021660163918875985,-4.3705992768666474e-4,-4.3705992611424324e-4,-0.09492092134956741,-4.3705992946703915e-4,-0.09492092135100999
1,0.7,1,1.8,1.8,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.7792,0.74423,0.74721,0.68249,0.74721,0.68249,0.66576,0.71595,0.68249,0.70999,0.21760873958931837,0.22547455317509582,0.2260140096111649,0.2420105085627317,0.22601400961110696,0.24201050856273182,0.2420105085626102,0.21788166878188953,0.24201050855709458,0.21788166878263016,0.001688382162458828,6.637192948405805e-4,0.0012759213302270967,-7.010119058052214e-4,0.00127592133021369,-7.010119058055674e-4,-7.010119045350896e-4,-0.08113385311066837,-7.010119074685893e-4,-0.08113385311178957
1,0.7,1,1.8,1.8,-0.2777777777777778,-0.2777777777777778,-0.2777777777777778,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.77134,0.73789,0.74123000000000006,0.67613,0.74123000000000006,0.67613,0.65809,0.73423,0.67613,0.72865,0.2198983310765453,0.22825571262224595,0.22801783044621043,0.2443394319268646,0.22801783044621043,0.2443394319268646,0.2443394319267914,0.21514963762784922,0.24433943192141105,0.21514963762833791,0.002306293484515972,0.0013904239597431665,0.002089261823462859,-1.1864243506445089e-4,0.0020892618234627717,-1.1864243506464052e-4,-1.1864243413502786e-4,-0.06602986474880224,-1.1864243657419179e-4,-0.06602986474961285
1,0.7,1,1.8,1.8,-0.2222222222222222,-0.2222222222222222,-0.2222222222222222,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.76484,0.72935,0.73334,0.66909,0.73334,0.66909,0.65031,0.75108,0.66909,0.74581,0.22110961596790923,0.22944502322005209,0.22950749855396116,0.2460368185210292,0.2295074985539612,0.2460368185210294,0.24603681852130885,0.21228747143861432,0.2460368185164853,0.2122874714385661,0.002145200226290371,0.0011013741590294613,0.0019648250636616705,1.7613668301210317e-4,0.0019648250636616358,1.7613668301189853e-4,1.7613668365645216e-4,-0.052268334248999564,1.7613668189240397e-4,-0.052268334249537696
1,0.7,1,1.8,1.8,-0.16666666666666669,-0.16666666666666669,-0.16666666666666669,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.75846,0.72163,0.72596,0.65869,0.72596,0.65869,0.64037,0.76472,0.65869,0.7597,0.22477779695923658,0.23302006118601487,0.2333936447804871,0.25019333793030774,0.23339364478048724,0.2501933379303077,0.2501933379310279,0.2122473615202264,0.25019333792511,0.21224736151985837,0.002441748090476727,0.001319571129577653,0.0021610047905271435,-1.477195144476075e-4,0.0021610047905269024,-1.4771951444771312e-4,-1.4771951407925227e-4,-0.03863674285795565,-1.4771951595694087e-4,-0.0386367428581723
1,0.7,1,1.8,1.8,-0.11111111111111116,-0.11111111111111116,-0.11111111111111116,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.75254,0.71612,0.72067,0.65268,0.72067,0.65268,0.63332,0.77871,0.65268,0.77359,0.22567765724559252,0.2344353059292478,0.23397998760938837,0.25114788111662173,0.23397998760938835,0.2511478811166216,0.25114788111784164,0.2120697227850528,0.251147881110592,0.2120697227838729,0.0029007227781129474,0.0014171062738568064,0.0026190332144401594,-2.491035771466097e-5,0.00261903321444029,-2.4910357714465657e-5,-2.491035755873262e-5,-0.02370539230392656,-2.4910359098082562e-5,-0.023705392304016408
1,0.7,1,1.8,1.8,-0.05555555555555558,-0.05555555555555558,-0.05555555555555558,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.74393,0.70903,0.71225,0.64625,0.71225,0.64625,0.62484,0.79238,0.64625,0.78751,0.22757679248987397,0.23645479627740323,0.2356597066303977,0.2528798255999386,0.23565970663039768,0.2528798255999385,0.2528798256029183,0.21184711765976957,0.25287982559433264,0.21184711765667644,0.002288595255789756,0.0013613239936277706,0.0018364774862980207,-2.7146939861022316e-4,0.0018364774862984178,-2.714693986097889e-4,-2.7146939823490175e-4,-0.010707987348854189,-2.714693982158891e-4,-0.010707987349190868
1,0.7,1,1.8,1.8,0,0,0,250,250,125,125,125,125,250,linear,mult,binary,EQ,H1_1,0.5,0.73601,0.69985,0.70667,0.63881,0.70667,0.63881,0.61729,0.806,0.63881,0.80124,0.2295138298277576,0.23885180560553784,0.23806768294087932,0.25555377197797163,0.23806768294087866,0.2555537719776446,0.25555377198601475,0.21380872435484433,0.2555537719777231,0.2138087243446337,0.0032440895433189505,0.0020055652326474004,0.0028667843561397807,1.9188210916900943e-4,0.0028667843561403497,1.918821093160866e-4,1.9188211152446763e-4,0.004622865377279238,1.9188211257655048e-4,0.0046228653749595654
